house_id,bedrooms,bathrooms,area,zipcode,price,frontal_image,kitchen_image,bedroom_image,bathroom_image,description,generation_time_seconds,processed_at
340,3.0,2.0,1482,92276,158888,Houses-dataset/Houses Dataset/340_frontal.jpg,Houses-dataset/Houses Dataset/340_kitchen.jpg,Houses-dataset/Houses Dataset/340_bedroom.jpg,Houses-dataset/Houses Dataset/340_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Asphalt shingle, gable
• Siding/Facade: Stucco, off-white
• Garage/Parking: Not visible in provided images
• Landscaping/Hardscaping: Mature palm trees, manicured shrubs, gravel landscaping, concrete driveway
• Windows: Not clearly visible, but appear to be standard single-hung or double-hung windows with white trim

INTERIOR FINISHES & MATERIALS
• Flooring: Hardwood flooring in kitchen, wall-to-wall carpet in bedroom
• Lighting: Recessed lighting in kitchen, natural light from windows, ceiling fan in kitchen
• Ceilings: Standard height ceilings

KITCHEN DETAILS
• Cabinetry: Light wood finish, raised-panel style, upper and lower cabinets
• Countertops: Light-colored laminate or solid surface
• Appliances: Stainless steel refrigerator, stainless steel dishwasher, black electric stove/oven, white range hood
• Layout/Features: Kitchen island with white countertop, peninsula layout, eat-in dining area, backsplash not clearly visible

BATHROOM DETAILS
• Vanity: Double sink vanity with light-colored countertop, wooden cabinets
• Tub/Shower: Corner bathtub with curved design, no visible shower enclosure
• Fixtures: Chrome or stainless steel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Not visible in provided images
• Window Treatments: Sheer white curtains

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-2000s renovation or original construction
• Atmosphere: Spacious, clean, functional, slightly dated decor",19.15225100517273,2025-11-29T18:56:36.703507
342,2.0,2.0,1344,92276,69900,Houses-dataset/Houses Dataset/342_frontal.jpg,Houses-dataset/Houses Dataset/342_kitchen.jpg,Houses-dataset/Houses Dataset/342_bedroom.jpg,Houses-dataset/Houses Dataset/342_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Asphalt shingle, gable, white trim
• Siding/Facade: Light brown horizontal vinyl siding
• Garage/Parking: No visible garage; concrete driveway
• Landscaping/Hardscaping: Low-lying shrubs, concrete driveway, wooden fence, palm trees in background
• Windows: Double-hung, white frames, grid-style panes

INTERIOR FINISHES & MATERIALS
• Flooring: Tile with green and white checkered pattern in kitchen; wall-to-wall carpet in living area (visible through doorway); tile flooring in bathrooms
• Lighting: Recessed lighting in kitchen ceiling, pendant light over kitchen island, ceiling fan in living area, natural light from windows
• Ceilings: Standard height, white ceiling

KITCHEN DETAILS
• Cabinetry: White, raised-panel style, with simple knob hardware
• Countertops: Light-colored laminate or solid surface, possibly with speckled pattern
• Appliances: White refrigerator with magnetic decorations, black electric oven and microwave, white dishwasher
• Layout/Features: Kitchen island with seating for three, peninsula layout, eat-in dining area, backsplash appears to be light-colored tile or laminate

BATHROOM DETAILS
• Vanity: Single sink, white cabinet with round knobs, dark granite or marble countertop
• Tub/Shower: Shower-tub combo with curtain visible in mirror reflection
• Fixtures: Chrome or stainless steel faucet

BEDROOM & LIVING FEATURES
• Key Features: Sliding glass doors visible in reflection, built-in shelving not visible, closet types not visible
• Window Treatments: White blinds on window in bathroom

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation or original construction
• Atmosphere: Spacious, functional, lived-in, cozy",23.432968139648438,2025-11-29T18:56:51.109152
343,3.0,2.0,1248,92276,139500,Houses-dataset/Houses Dataset/343_frontal.jpg,Houses-dataset/Houses Dataset/343_kitchen.jpg,Houses-dataset/Houses Dataset/343_bedroom.jpg,Houses-dataset/Houses Dataset/343_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mobile Home / Manufactured Home
• Roof: Asphalt shingle, gable roof, appears in good condition
• Siding/Facade: Light blue vinyl siding, white trim around windows and roofline
• Garage/Parking: Not visible in provided images
• Landscaping/Hardscaping: Gravel-covered yard, concrete sidewalk/patio area, wooden privacy fence in rear yard
• Windows: Double-hung windows with white frames and vertical blinds

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, tile flooring in bathroom
• Lighting: Recessed lighting in bedroom, ceiling fan in bedroom, natural light from windows
• Ceilings: Standard height, white painted ceilings

KITCHEN DETAILS
• Cabinetry: Not visible in provided images
• Countertops: Not visible in provided images
• Appliances: Not visible in provided images
• Layout/Features: Not visible in provided images

BATHROOM DETAILS
• Vanity: Single sink, light-colored countertop, wood cabinet with silver knobs
• Tub/Shower: Shower-tub combo with sliding glass door, white tile walls
• Fixtures: Chrome fixtures, white toilet

BEDROOM & LIVING FEATURES
• Key Features: Four-poster bed with wooden frame, wooden dresser and desk, built-in closet not visible, sliding glass doors not visible
• Window Treatments: Vertical blinds on windows

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-20th century original or early 1990s renovation
• Atmosphere: Spacious, functional, lived-in, cozy",20.489800691604614,2025-11-29T18:56:57.590521
341,2.0,2.0,1152,92276,74900,Houses-dataset/Houses Dataset/341_frontal.jpg,Houses-dataset/Houses Dataset/341_kitchen.jpg,Houses-dataset/Houses Dataset/341_bedroom.jpg,Houses-dataset/Houses Dataset/341_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mid-century modern
• Roof: Flat roof, light gray or white color, appears to be in good condition.
• Siding/Facade: Light beige or off-white horizontal vinyl siding.
• Garage/Parking: 1-car carport with a flat roof, open-sided, located on the right side of the house. A silver SUV is parked under it. No attached garage visible.
• Landscaping/Hardscaping: Xeriscape landscaping with gravel mulch and a low brick retaining wall. A large, mature palm tree is centrally located in the front yard. Concrete driveway and sidewalk. Background shows other similar single-story homes and distant snow-capped mountains.
• Windows: Rectangular, double-hung windows with white shutters on the front facade. Sliding glass doors are visible in the bedroom.

INTERIOR FINISHES & MATERIALS
• Flooring: Not clearly visible in all rooms, but appears to be light-colored tile or linoleum in the kitchen and bathroom. Carpet or soft flooring is not visible.
• Lighting: Natural light from windows. Artificial lighting includes a lamp in the bedroom and a vanity light fixture in the bathroom. No ceiling fans or recessed lighting are visible.
• Ceilings: Standard height, flat ceilings.

KITCHEN DETAILS
• Cabinetry: White, raised-panel style cabinets with ornate, dark metal (possibly black or dark bronze) handles.
• Countertops: Light wood or laminate countertops.
• Appliances: White refrigerator with magnets, white dishwasher, and a cream-colored or beige electric stove/oven with a matching range hood. A black microwave is on the counter.
• Layout/Features: L-shaped layout with a sink under a window. No kitchen island or peninsula is visible. The backsplash is white square tiles.

BATHROOM DETAILS
• Vanity: Single sink vanity with a white marble or granite countertop and a white cabinet. The cabinet has a dark metal handle matching the kitchen cabinets. A mirror is mounted above the sink.
• Tub/Shower: Shower-tub combo with a built-in tub and a handheld showerhead. The tub is surrounded by beige or cream-colored tiles.
• Fixtures: Chrome or stainless steel fixtures on the sink and tub.

BEDROOM & LIVING FEATURES
• Key Features: A large bed with a patchwork quilt. A small nightstand with a lamp is visible. A framed painting hangs on the wall. Sliding glass doors lead to an outdoor area.
• Window Treatments: Light-colored, possibly beige or tan, curtains on the sliding glass doors.

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-century modern style, likely built in the 1950s-1960s, with some updates or renovations.
• Atmosphere: Cozy, lived-in, and functional. The decor suggests a comfortable, practical home with a touch of vintage charm.",33.86172795295715,2025-11-29T18:57:01.102307
344,3.0,2.0,1478,92276,219900,Houses-dataset/Houses Dataset/344_frontal.jpg,Houses-dataset/Houses Dataset/344_kitchen.jpg,Houses-dataset/Houses Dataset/344_bedroom.jpg,Houses-dataset/Houses Dataset/344_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Spanish Revival
  • Roof: Clay tile, gable, in good condition
  • Siding/Facade: Stucco, light beige or cream color
  • Garage/Parking: 2-car attached garage, white single-car garage door with six small rectangular windows
  • Landscaping/Hardscaping: Manicured hedges, concrete driveway, gravel landscaping, arched entryway
  • Windows: Not visible in exterior image

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Wall-to-wall carpet in bedroom, likely carpet or vinyl in kitchen (not clearly visible)
  • Lighting: Recessed lighting in kitchen and bathroom, track lighting above vanity in bathroom, natural light from window in kitchen
  • Ceilings: Standard height, white ceiling in all visible rooms

3. KITCHEN DETAILS
  • Cabinetry: Light oak wood, raised-panel style, with silver knobs
  • Countertops: Light-colored laminate or solid surface
  • Appliances: White electric stove, white microwave, white dishwasher, white refrigerator
  • Layout/Features: L-shaped layout, sink under window with blinds, no kitchen island or peninsula visible

4. BATHROOM DETAILS
  • Vanity: Single sink, white countertop, wooden cabinet with silver knobs
  • Tub/Shower: Shower-tub combo with white shower curtain
  • Fixtures: Chrome fixtures, chrome towel rack

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors leading to patio, built-in closet not visible, wooden nightstand
  • Window Treatments: Sheer curtains on sliding glass doors

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: 1990s renovation or original construction
  • Atmosphere: Spacious, cozy, lived-in, functional",23.571933269500732,2025-11-29T18:57:15.133326
345,2.0,2.0,1152,92276,99900,Houses-dataset/Houses Dataset/345_frontal.jpg,Houses-dataset/Houses Dataset/345_kitchen.jpg,Houses-dataset/Houses Dataset/345_bedroom.jpg,Houses-dataset/Houses Dataset/345_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Asphalt shingle, gable
• Siding/Facade: Light gray vinyl siding
• Garage/Parking: 2-car attached garage with roll-up doors
• Landscaping/Hardscaping: Gravel landscaping, two large evergreen shrubs flanking the front facade, concrete driveway, white metal fence
• Windows: Arched windows with white shutters

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, patterned linoleum tile in kitchen and bathroom
• Lighting: Recessed lighting in kitchen, ceiling fan with light in bedroom, track lighting in bathroom, natural light from windows
• Ceilings: Standard height, textured ceiling

KITCHEN DETAILS
• Cabinetry: Light beige raised-panel cabinets
• Countertops: White laminate or solid surface
• Appliances: White electric stove, white refrigerator, white microwave
• Layout/Features: L-shaped kitchen with peninsula, eat-in dining area, backsplash not visible

BATHROOM DETAILS
• Vanity: Single sink, white countertop, light beige cabinet
• Tub/Shower: Shower with patterned shower curtain
• Fixtures: Chrome fixtures

BEDROOM & LIVING FEATURES
• Key Features: Ceiling fan, wooden nightstands, wooden chairs, framed artwork on wall
• Window Treatments: Blinds on windows

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation
• Atmosphere: Spacious, cozy, dated",18.203145265579224,2025-11-29T18:57:16.105995
346,2.0,2.0,1040,92276,59900,Houses-dataset/Houses Dataset/346_frontal.jpg,Houses-dataset/Houses Dataset/346_kitchen.jpg,Houses-dataset/Houses Dataset/346_bedroom.jpg,Houses-dataset/Houses Dataset/346_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mobile Home / Manufactured Home
• Roof: Flat roof with overhanging eaves, light-colored material
• Siding/Facade: Light green or beige vinyl siding
• Garage/Parking: No visible attached garage; driveway appears to be concrete or asphalt
• Landscaping/Hardscaping: Desert landscaping with tall, slender palm trees (possibly Washingtonia robusta) and low-lying succulents or cacti. Low stone retaining wall along the front. Concrete sidewalk and curb.
• Windows: Large, multi-pane windows with light-colored curtains or blinds. No visible bay or arched windows.

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpeting in the bedroom. Ceramic tile or linoleum in the kitchen. Not visible in bathroom or living areas.
• Lighting: Recessed lighting in the kitchen ceiling. Single pendant light fixture over the kitchen island. Ceiling fan in the bedroom. Natural light from windows.
• Ceilings: Standard height, flat ceilings throughout.

KITCHEN DETAILS
• Cabinetry: White, flat-panel cabinets with simple black or dark metal handles.
• Countertops: Light-colored laminate or solid surface countertop with a speckled or marbled pattern.
• Appliances: White refrigerator with a built-in electric oven. White microwave oven. White dishwasher. White electric stove or cooktop. No visible range hood.
• Layout/Features: Kitchen island with countertop seating. Peninsula layout. Single-basin sink. Window above sink with a lace curtain. Backsplash appears to be light-colored, possibly textured vinyl or laminate.

BATHROOM DETAILS
• Vanity: Single sink with a white ceramic basin. Marble or marble-patterned countertop. Not visible if vanity cabinet is present.
• Tub/Shower: Shower-tub combo with a shower curtain. Tub is visible in the reflection of the mirror.
• Fixtures: Chrome or stainless steel faucet and handles.

BEDROOM & LIVING FEATURES
• Key Features: Ceiling fan. Built-in shelving unit on the wall. Air conditioning unit mounted on the wall. Wooden desk and chair. Bed with patterned comforter.
• Window Treatments: Vertical blinds on both windows.

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1980s-1990s. The kitchen appliances and cabinetry style, along with the overall aesthetic, suggest a mid-to-late 20th-century mobile home.
• Atmosphere: Functional, modest, and practical. The space appears lived-in and well-maintained, with a cozy, homey feel. The decor is simple and uncluttered.",33.15171194076538,2025-11-29T18:57:34.652931
347,2.0,2.0,1000,92276,118900,Houses-dataset/Houses Dataset/347_frontal.jpg,Houses-dataset/Houses Dataset/347_kitchen.jpg,Houses-dataset/Houses Dataset/347_bedroom.jpg,Houses-dataset/Houses Dataset/347_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Asphalt shingle, low-pitched, single-story
• Siding/Facade: Beige or light tan vinyl siding
• Garage/Parking: No visible garage; driveway is gravel
• Landscaping/Hardscaping: Xeriscape with gravel ground cover, small desert plants, a palm tree, and a concrete paver walkway leading to the front door
• Windows: Double-hung windows with white frames; one window has a decorative valance; another window is visible on the side of the house

INTERIOR FINISHES & MATERIALS
• Flooring: Hardwood flooring visible in the kitchen; wall-to-wall carpeting visible in the bedroom
• Lighting: Recessed lighting in the kitchen; natural light from windows; no visible ceiling fans
• Ceilings: Standard height ceilings

KITCHEN DETAILS
• Cabinetry: Light yellow or pale green painted cabinets with round, dark knobs; shaker-style doors
• Countertops: Light brown or beige ceramic tile
• Appliances: White electric stove and oven, stainless steel microwave, white coffee maker
• Layout/Features: L-shaped layout, double sink, window above sink, no visible kitchen island or peninsula

BATHROOM DETAILS
• Vanity: No visible vanity; toilet is visible
• Tub/Shower: Shower with a white shower curtain featuring floral designs; no visible tub or shower-tub combo
• Fixtures: No visible fixtures other than the toilet

BEDROOM & LIVING FEATURES
• Key Features: Large mirrored closet doors, bed with a dandelion pattern comforter, window with sheer curtains
• Window Treatments: Sheer curtains with a rod and tie-backs

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation or original construction
• Atmosphere: Cozy, lived-in, warm, and inviting",24.27169156074524,2025-11-29T18:57:39.811868
348,2.0,2.0,1440,92276,106000,Houses-dataset/Houses Dataset/348_frontal.jpg,Houses-dataset/Houses Dataset/348_kitchen.jpg,Houses-dataset/Houses Dataset/348_bedroom.jpg,Houses-dataset/Houses Dataset/348_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mobile Home / Manufactured Home
• Roof: Flat roof with white trim, appears to be metal or composition material
• Siding/Facade: Light beige or pale yellow horizontal vinyl siding
• Garage/Parking: No visible garage; property has a concrete driveway and walkway
• Landscaping/Hardscaping: Manicured green lawn, tall palm trees, wooden privacy fence, gravel area near driveway
• Windows: Large rectangular windows with white shutters, covered by sheer curtains

INTERIOR FINISHES & MATERIALS
• Flooring: Vinyl tile in kitchen, wall-to-wall carpet in bedroom, patterned linoleum or vinyl in bathroom
• Lighting: Recessed lighting in ceiling, natural light from windows, no visible ceiling fans
• Ceilings: Standard height, white acoustic or textured ceiling tiles in bedroom and bathroom

KITCHEN DETAILS
• Cabinetry: Off-white or cream-colored, raised-panel style with dark round knobs
• Countertops: White laminate or solid surface countertops
• Appliances: Stainless steel electric range with oven, built-in microwave above stove, refrigerator partially visible (white)
• Layout/Features: L-shaped layout, floral patterned backsplash, no visible kitchen island or peninsula

BATHROOM DETAILS
• Vanity: Single sink with white countertop, wood-grain cabinet, chrome faucet, wall-mounted mirror
• Tub/Shower: Shower-tub combo with glass sliding door, frosted glass panels with butterfly decals
• Fixtures: Chrome or brass-colored fixtures (faucet, toilet handle, towel bar)

BEDROOM & LIVING FEATURES
• Key Features: King-sized bed with white quilted bedspread, white nightstands with lamps, wooden wall paneling, sliding glass door to patio (visible from exterior)
• Window Treatments: Sheer white curtains over windows

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1970s-1980s original construction, possibly with some updates
• Atmosphere: Cozy, dated, functional, modestly maintained",26.727922439575195,2025-11-29T18:57:43.244559
350,2.0,2.0,1640,92276,104950,Houses-dataset/Houses Dataset/350_frontal.jpg,Houses-dataset/Houses Dataset/350_kitchen.jpg,Houses-dataset/Houses Dataset/350_bedroom.jpg,Houses-dataset/Houses Dataset/350_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mid-century modern
• Roof: Asphalt shingle, low-pitched gable
• Siding/Facade: Light beige horizontal vinyl siding with brown accent band at the base
• Garage/Parking: 2-car attached garage with a roll-up door; concrete driveway
• Landscaping/Hardscaping: Mature palm trees, dry landscaping with mulch beds, concrete walkway to front door
• Windows: Large horizontal windows with white trim, likely double-hung

INTERIOR FINISHES & MATERIALS
• Flooring: Not visible in provided images
• Lighting: Not visible in provided images
• Ceilings: Not visible in provided images

KITCHEN DETAILS
• Cabinetry: White, raised-panel style with black metal handles
• Countertops: Granite or quartz with speckled pattern
• Appliances: White refrigerator, white electric stove, white microwave, stainless steel sink
• Layout/Features: Galley-style layout, built-in microwave niche, no visible kitchen island or peninsula

BATHROOM DETAILS
• Vanity: Double sink vanity with light-colored marble or granite countertop, white cabinet
• Tub/Shower: Not visible in provided images
• Fixtures: Chrome or stainless steel faucets and fixtures

BEDROOM & LIVING FEATURES
• Key Features: Not visible in provided images
• Window Treatments: Horizontal blinds on the window

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-century original or 1990s renovation
• Atmosphere: Spacious, clean, functional, modestly decorated",19.26298236846924,2025-11-29T18:57:59.419594
351,2.0,2.0,1578,92276,97000,Houses-dataset/Houses Dataset/351_frontal.jpg,Houses-dataset/Houses Dataset/351_kitchen.jpg,Houses-dataset/Houses Dataset/351_bedroom.jpg,Houses-dataset/Houses Dataset/351_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Mid-century modern
  • Roof: Clay tile, low-pitched, gable style, in good condition
  • Siding/Facade: Stucco, off-white or light beige color
  • Garage/Parking: 2-car attached garage with a single car door, roll-up style
  • Landscaping/Hardscaping: Mature palm trees, manicured lawn, concrete driveway, paved walkways
  • Windows: Double-hung, rectangular, with white frames

2. INTERIOR FINISHES & MATERIALS
  • Flooring: Hardwood flooring in kitchen, bedroom, and bathroom
  • Lighting: Recessed lighting in kitchen, pendant light over island, ceiling fan in living area, natural light from windows
  • Ceilings: Standard height, smooth finish

3. KITCHEN DETAILS
  • Cabinetry: Light wood finish, raised-panel style, with simple metal handles
  • Countertops: Dark laminate or solid surface material
  • Appliances: Stainless steel refrigerator, white electric stove, microwave, dishwasher
  • Layout/Features: Kitchen island with white tile countertop, peninsula layout, eat-in dining area, backsplash is not visible

4. BATHROOM DETAILS
  • Vanity: Not visible, no vanity counter or cabinet shown
  • Tub/Shower: Glass-enclosed shower with textured glass door, no tub visible
  • Fixtures: Chrome or brushed nickel finish fixtures

5. BEDROOM & LIVING FEATURES
  • Key Features: Sliding glass doors leading to patio or balcony, built-in shelving not visible, closet not visible
  • Window Treatments: Heavy drapes or curtains on windows

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: 1990s renovation or original construction
  • Atmosphere: Spacious, open concept, cozy, dated, luxurious",24.290424823760986,2025-11-29T18:58:07.975651
349,2.0,2.0,1344,92276,67500,Houses-dataset/Houses Dataset/349_frontal.jpg,Houses-dataset/Houses Dataset/349_kitchen.jpg,Houses-dataset/Houses Dataset/349_bedroom.jpg,Houses-dataset/Houses Dataset/349_bathroom.jpg,"1. ARCHITECTURAL & EXTERIOR ANALYSIS
  • Architecture Style: Mid-century modern
  • Roof: Low-pitched, flat or slightly sloped, covered in brown or tan shingles or metal roofing; appears to have a slight overhang.
  • Siding/Facade: Light-colored (likely beige or off-white) horizontal vinyl siding.
  • Garage/Parking: Not visible in the provided images.
  • Landscaping/Hardscaping: Mature palm trees prominently featured in the front yard. Driveway and walkways are concrete. Landscaping includes gravel beds around the palm trees and low-lying shrubs. The overall landscaping appears to be xeriscape or desert-adapted.
  • Windows: Not clearly visible, but appear to be standard rectangular, single-pane windows with white frames, possibly with security bars or grilles.

2. INTERIOR FINISHES & MATERIALS
  • Flooring: White ceramic tile in the kitchen. Wall-to-wall carpeting in the bedroom. Flooring in the bathroom is not visible.
  • Lighting: Recessed lighting in the kitchen ceiling. Ceiling fan with light fixture in the kitchen. Track lighting or recessed lighting in the bedroom. Natural light is abundant in the bedroom.
  • Ceilings: Standard height, flat ceilings with white acoustic tiles or drywall in the bedroom.

3. KITCHEN DETAILS
  • Cabinetry: White, likely laminate or painted wood, with a simple, clean design.
  • Countertops: Blue or gray speckled laminate or solid surface material.
  • Appliances: Stainless steel refrigerator, white electric stove, built-in microwave oven, and a toaster oven. A dishwasher is not visible.
  • Layout/Features: Kitchen island with a curved countertop and bar stools. The kitchen has an open layout with a dining area visible in the background. The backsplash is not clearly visible.

4. BATHROOM DETAILS
  • Vanity: Single sink with a beige or light-colored countertop. The vanity cabinet is white or off-white.
  • Tub/Shower: Not visible in the provided images.
  • Fixtures: Metal finish appears to be chrome or brushed nickel.

5. BEDROOM & LIVING FEATURES
  • Key Features: King-sized bed with a white comforter and yellow pillows. Two nightstands with lamps. A wooden chest or ottoman at the foot of the bed. A framed painting on the wall. A folding chair is visible near the bed.
  • Window Treatments: White vertical blinds on both windows.

6. OVERALL CONDITION & VIBE
  • Era/Decade Estimate: Mid-20th century original construction, possibly renovated in the 1990s or early 2000s.
  • Atmosphere: Cozy, lived-in, and functional. The kitchen has a cheerful, retro vibe with the red accent wall and colorful bar stools. The bedroom is warm and inviting with soft lighting. The overall property appears to be well-maintained and comfortable for everyday living.",36.140334129333496,2025-11-29T18:58:11.294811
352,2.0,2.0,1512,92276,98900,Houses-dataset/Houses Dataset/352_frontal.jpg,Houses-dataset/Houses Dataset/352_kitchen.jpg,Houses-dataset/Houses Dataset/352_bedroom.jpg,Houses-dataset/Houses Dataset/352_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Mid-century modern
• Roof: Asphalt shingle, low-pitched, gable style, light green trim
• Siding/Facade: Light green horizontal vinyl siding, white brick veneer accent on front corners
• Garage/Parking: No attached garage visible; covered carport with arched metal frame and black metal gate
• Landscaping/Hardscaping: Manicured green lawn, concrete walkway to front door, small garden beds with flowering bushes and roses, palm trees and other mature trees in background
• Windows: Large picture windows with white frames, sliding glass door visible in bedroom, bay window visible in exterior shot

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen, hardwood flooring not visible
• Lighting: Recessed lighting in kitchen ceiling, ceiling fan with light in bedroom, track lighting not visible, ample natural light in kitchen and bedroom
• Ceilings: Standard height ceilings throughout

KITCHEN DETAILS
• Cabinetry: White raised-panel cabinets, traditional style, glossy finish
• Countertops: Dark granite or quartz countertops
• Appliances: White refrigerator with water dispenser, white electric stove, white microwave, white dishwasher not visible
• Layout/Features: L-shaped layout, kitchen island with dark countertop, backsplash with copper-colored metallic tile, window above sink

BATHROOM DETAILS
• Vanity: Single sink, white cabinet with dark metal handles, white countertop
• Tub/Shower: Not visible; appears to be a standard toilet and sink setup
• Fixtures: Chrome or brushed nickel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Large bed with red comforter, two nightstands with lamps, sliding glass door to patio, ceiling fan with light, built-in shelving not visible
• Window Treatments: White curtains on sliding glass door

OVERALL CONDITION & VIBE
• Era/Decade Estimate: Mid-century original with 1990s or 2000s updates (based on kitchen appliances and cabinetry style)
• Atmosphere: Spacious, cozy, well-maintained, traditional, inviting",26.89570713043213,2025-11-29T18:58:26.749678
353,2.0,2.0,1152,92276,99900,Houses-dataset/Houses Dataset/353_frontal.jpg,Houses-dataset/Houses Dataset/353_kitchen.jpg,Houses-dataset/Houses Dataset/353_bedroom.jpg,Houses-dataset/Houses Dataset/353_bathroom.jpg,"ARCHITECTURAL & EXTERIOR ANALYSIS
• Architecture Style: Ranch
• Roof: Flat, light-colored (possibly stucco or concrete), in good condition
• Siding/Facade: Stucco, light beige or off-white color
• Garage/Parking: Not visible in the provided images
• Landscaping/Hardscaping: Manicured green lawn in foreground, dry, sandy/gravely terrain behind the house, low desert vegetation (succulents, small shrubs) near the house, concrete block retaining wall, large mature palm tree to the right
• Windows: Not clearly visible, but appear to be standard rectangular windows with white trim, some with decorative louvered shutters or blinds

INTERIOR FINISHES & MATERIALS
• Flooring: Wall-to-wall carpet in bedroom, ceramic tile in kitchen, carpet in bathroom
• Lighting: Recessed lighting in kitchen ceiling, pendant light fixture over kitchen island, ceiling fan with light in bedroom, track lighting or recessed lighting in bathroom, natural light from kitchen window
• Ceilings: Standard height, white ceiling in all rooms

KITCHEN DETAILS
• Cabinetry: White, raised-panel style, with pink or light-colored knobs
• Countertops: Light-colored laminate or solid surface material
• Appliances: White refrigerator with magnets, white dishwasher, white electric stove/oven, white microwave
• Layout/Features: L-shaped layout, kitchen island with curved countertop, eat-in dining area at island, backsplash appears to be light-colored tile or laminate, window above sink with decorative valance

BATHROOM DETAILS
• Vanity: Single sink, white cabinet, light-colored countertop, pink or light-colored knobs
• Tub/Shower: Shower-tub combo with shower curtain, showerhead and handheld showerhead
• Fixtures: Chrome or stainless steel fixtures

BEDROOM & LIVING FEATURES
• Key Features: Ceiling fan with light, built-in closet with sliding doors, sliding glass door (not visible, but implied by the presence of a large window with curtains), bed with upholstered headboard
• Window Treatments: Heavy, sheer white curtains with pink or light-colored trim

OVERALL CONDITION & VIBE
• Era/Decade Estimate: 1990s renovation or original construction, based on the style of cabinetry, appliances, and fixtures
• Atmosphere: Cozy, lived-in, slightly dated, functional, with a touch of personalization (e.g., magnets on refrigerator, decorative items on countertops)",30.07403016090393,2025-11-29T18:58:38.511755
